S.No.,HSCode,Commodity,Unit,Jul  2021 (R),Jul  2022 (R),%Growth,Apr-Jul  2021 (R),Apr-Jul  2022 (R),%Growth
1308.,90291090,OTHER,NOS  ,NaN,0.02,NaN,NaN,0.02,NaN
1309.,90303310,"AMMETERS, VOLT METERS AND WATT METERS",NOS  ,NaN,NaN,NaN,0.03,NaN,NaN
1310.,90303390,OTHERS,NOS  ,NaN,NaN,NaN,0.01,NaN,NaN
1311.,90308400,"OTHER, WITH A RECORDING DEVICE",NOS  ,NaN,NaN,NaN,0.00,NaN,NaN
1312.,90309090,OTHER PARTS AND ACCESSORIES,KGS  ,NaN,NaN,NaN,0.01,NaN,NaN
1313.,90318000,"OTHR MSRNGANDCHCKNG INSTRMNTS,APPLNCSANDMCHNS",NOS  ,NaN,0.30,NaN,0.03,0.30,867.74
1314.,90319000,PARTS AND ACCESSORIES OF INSTRMNTS OF 9031,NOS  ,NaN,NaN,NaN,0.00,NaN,NaN
1315.,90321010,THERMOSTATS FR RFRGTNG AND AIR-CNDNG MACHNRY,NOS  ,0.01,NaN,NaN,0.01,NaN,NaN
1316.,90328910,ELCTRNC AUTOMATIC REGULATORS(CONTROLLERS),NOS  ,0.00,NaN,NaN,0.00,NaN,NaN
1317.,90330000,"PRTS AND ACCESSORIES FR MACHINES,APPLIANCES,INSTRUMENTS/APPARATUS OF CHAPTER 90,NES",KGS  ,NaN,NaN,NaN,0.01,NaN,NaN
1318.,91021900,"OTHR WRIST-WATCHES,ELECTRLY OPERATED,W/N INCORPORATING A STOP-WATCH FACLITY",NOS  ,0.20,NaN,NaN,0.20,NaN,NaN
1319.,91052900,OTHER WALL CLOCKS,NOS  ,NaN,0.01,NaN,NaN,0.02,NaN
1320.,92089000,ARTICLES OF HDG 9208 EXCL. MUSICAL BOXES,NOS  ,NaN,NaN,NaN,NaN,13.21,NaN
1321.,94021090,BARBERS OR SIMILAR CHAIRS AND PARTS THEREOF,NOS  ,NaN,NaN,NaN,0.01,NaN,NaN
1322.,94029090,OTHERS,NOS  ,NaN,NaN,NaN,0.01,0.00,-57.14
1323.,94032090,OTHERS,KGS  ,NaN,NaN,NaN,0.00,NaN,NaN
1324.,94036000,OTHER WOODEN FURNITURE,NOS  ,NaN,NaN,NaN,0.02,NaN,NaN
1325.,94043090,OTHR SLEEPING BAGS,NOS  ,NaN,NaN,NaN,NaN,8.20,NaN
1326.,94054090,*OTHER ELECTRIC LAMPS AND LIGHTING FITTINGS,NOS  ,0.03,NaN,NaN,0.03,NaN,NaN
1327.,94055039,*OTHR OIL PRESSURE LAMPS,NOS  ,4.88,NaN,NaN,4.88,NaN,NaN
1328.,94055040,*SOLAR LANTERNS/LAMP ETC,NOS  ,0.60,NaN,NaN,0.60,NaN,NaN
1329.,94059900,OTHR PARTS OF LAMPS AND LIGHING FITTINGS,KGS  ,0.01,NaN,NaN,0.48,NaN,NaN
1330.,95030090,*OTHER,NOS  ,NaN,NaN,NaN,10.68,11.89,11.29
1331.,95049090,0THERS,NOS  ,NaN,NaN,NaN,NaN,0.02,NaN
1332.,95066210,FOOT BALL,NOS  ,NaN,NaN,NaN,0.02,NaN,NaN
1333.,95066920,CRICKET BALL,NOS  ,NaN,NaN,NaN,NaN,0.03,NaN
1334.,95069990,OTHER SPORTS EQUIPMENTS,NOS  ,0.05,NaN,NaN,0.05,NaN,NaN
1335.,96031000,"BROOMS AND BRUSHES,CONSTNG OF TWIGS/OTHR VGTBL MTRLS BOUND TOGTHR,WTH/WTHT HNDLS",NOS  ,NaN,NaN,NaN,0.02,NaN,NaN
1336.,96032100,TOOTH BRUSHES,NOS  ,0.31,NaN,NaN,0.31,0.00,-99.36
1337.,96032900,"SAVNG,HAIR,NAIL,EYELASH AND FR PRSONAL USE,CONSTUTNG PRTS OF APPLNCS",NOS  ,NaN,NaN,NaN,0.05,NaN,NaN
1338.,96081019,OTHER BALL-POINT PENS WITH LIQUID INK (FOR ROLLING BALL PEN),NOS  ,NaN,NaN,NaN,"4,467.22","2,757.61",-38.27
1339.,96081099,OTHER BALL-POINT PENS WITHOUT LIQUID INK (FOR ROLLING BALL PEN),NOS  ,NaN,0.10,NaN,"3,316.23","2,380.10",-28.23
1340.,96082000,FELT-TPPD AND OTHR POROUS-TIPD PENS AND MRKRS,NOS  ,NaN,NaN,NaN,161.56,200.00,23.79
1341.,96084000,PROPELLING/SLIDING PENCILS,NOS  ,NaN,NaN,NaN,86.40,NaN,NaN
1342.,96086010,REFILLS WTH LIQUD INK (FOR ROLNG BALL-PT),NOS  ,NaN,0.02,NaN,NaN,1.16,NaN
1343.,96086090,OTHR REFILLS FOR BALL POINT PENS,NOS  ,NaN,NaN,NaN,2.16,NaN,NaN
1344.,96089990,"PRTS EXCL PEN NIBS,NIB PNTS AND PENCL LEADS",KGS  ,NaN,NaN,NaN,0.01,NaN,NaN
1345.,96132000,"POCKET LIGHTERS,GAS FUELLED,REFILLABLE",NOS  ,NaN,NaN,NaN,NaN,1.60,NaN
1346.,96138090,OTHERS,NOS  ,1.50,NaN,NaN,1.50,NaN,NaN
1347.,96151100,"COMBS,HAIR-SLDS AND LIKE OF HRD-RUBR/PLSTCS",KGS  ,NaN,NaN,NaN,17.73,NaN,NaN
1348.,96151900,"COMBS,HAIR-SLDS AND THE LIKE OF OTHR MATRLS",KGS  ,13.52,NaN,NaN,73.20,NaN,NaN
1349.,96159000,"CURLING PINS/GRIPS; HAIR PINS, CRLR AND LIKE",KGS  ,0.47,2.78,491.28,15.38,11.05,-28.16
1350.,96190010,SANITARY TOWELS ( PADS) OR SANITARY NAPKINS,KGS  ,NaN,NaN,NaN,NaN,10.84,NaN
1351.,96190090,OTHER ARTICLES OF HDG. 961900,KGS  ,NaN,0.05,NaN,NaN,0.05,NaN
1352.,98041000,DRUGS AND MEDICINES,KGS  ,NaN,NaN,NaN,NaN,0.01,NaN
1353.,99930010,SAMPLES,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1354.,99930090,SPECIAL TRANSACTIONS N.E.S.,NaN,NaN,NaN,NaN,NaN,NaN,NaN
